paper_id,entity_id,material_node_id,material_name,formula,alias,material_type,structure_family,crystal_form,phase_composition,confidence,sse_family,conducting_ion,title,doi,year,journal,source_json,evidence
du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling,E1,material:du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling:E1,GPE-0P,,GPE-0P; pure PMMA electrolyte with IL,gel polymer electrolyte,PMMA-based,amorphous,PMMA + EMIM-TFSI + LiTFSI,0.95,polymer,Li+,In-Situ Formed Phosphorus Modified Gel Polymer Electrolyte with Good Flame Retardancy and Cycling Stability for Rechargeable Lithium Batteries,10.1021/acssuschemeng.3c00077,2023,ACS Sustainable Chem. Eng.,信息提取结果/du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling/sse_extraction.json,"GPEs containing 0, 0.2, 0.5, and 1 wt % BP nanosheets were, respectively, prepared and denoted as GPE-0P, GPE-0.2P, GPE-0.5P, and GPE-1P."
du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling,E2,material:du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling:E2,GPE-0.2P,,GPE-0.2P,gel polymer electrolyte,PMMA-based,amorphous,PMMA + EMIM-TFSI + LiTFSI + 0.2 wt% BP nanosheets,0.95,polymer,Li+,In-Situ Formed Phosphorus Modified Gel Polymer Electrolyte with Good Flame Retardancy and Cycling Stability for Rechargeable Lithium Batteries,10.1021/acssuschemeng.3c00077,2023,ACS Sustainable Chem. Eng.,信息提取结果/du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling/sse_extraction.json,"GPEs containing 0, 0.2, 0.5, and 1 wt % BP nanosheets were, respectively, prepared and denoted as GPE-0P, GPE-0.2P, GPE-0.5P, and GPE-1P."
du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling,E3,material:du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling:E3,GPE-0.5P,,GPE-0.5P,gel polymer electrolyte,PMMA-based,amorphous,PMMA + EMIM-TFSI + LiTFSI + 0.5 wt% BP nanosheets,0.95,polymer,Li+,In-Situ Formed Phosphorus Modified Gel Polymer Electrolyte with Good Flame Retardancy and Cycling Stability for Rechargeable Lithium Batteries,10.1021/acssuschemeng.3c00077,2023,ACS Sustainable Chem. Eng.,信息提取结果/du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling/sse_extraction.json,"GPEs containing 0, 0.2, 0.5, and 1 wt % BP nanosheets were, respectively, prepared and denoted as GPE-0P, GPE-0.2P, GPE-0.5P, and GPE-1P."
du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling,E4,material:du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling:E4,GPE-1.0P,,GPE-1P; GPE-1.0P,gel polymer electrolyte,PMMA-based,amorphous,PMMA + EMIM-TFSI + LiTFSI + 1.0 wt% BP nanosheets,0.95,polymer,Li+,In-Situ Formed Phosphorus Modified Gel Polymer Electrolyte with Good Flame Retardancy and Cycling Stability for Rechargeable Lithium Batteries,10.1021/acssuschemeng.3c00077,2023,ACS Sustainable Chem. Eng.,信息提取结果/du-et-al-2023-in-situ-formed-phosphorus-modified-gel-polymer-electrolyte-with-good-flame-retardancy-and-cycling/sse_extraction.json,"GPEs containing 0, 0.2, 0.5, and 1 wt % BP nanosheets were, respectively, prepared and denoted as GPE-0P, GPE-0.2P, GPE-0.5P, and GPE-1P."
du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic,E1,material:du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic:E1,Li5.5PS4.5Cl1.5,Li5.5PS4.5Cl1.5,LPSC; pristine LPSC,sulfide solid electrolyte,Argyrodite,polycrystalline,argyrodite phase,1.0,sulfide,Li+,Dendrite-Free Li5.5PS4.5Cl1.5-Based All-Solid-State Lithium Battery Enabled by Grain Boundary Electronic Insulation Strategy through In Situ Polymer Encapsulation,10.1021/acsami.4c04393,2024,ACS Appl. Mater. Interfaces,信息提取结果/du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic/sse_extraction.json,chloride-rich Li_5.5PS_4.5Cl_1.5 (LPSC) electrolyte
du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic,E2,material:du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic:E2,Li5.5PS4.5Cl1.5 (Ball Milled),Li5.5PS4.5Cl1.5,BM LPSC,sulfide solid electrolyte,Argyrodite,polycrystalline,argyrodite phase,1.0,sulfide,Li+,Dendrite-Free Li5.5PS4.5Cl1.5-Based All-Solid-State Lithium Battery Enabled by Grain Boundary Electronic Insulation Strategy through In Situ Polymer Encapsulation,10.1021/acsami.4c04393,2024,ACS Appl. Mater. Interfaces,信息提取结果/du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic/sse_extraction.json,"another set of LPSC subjected only to mechanical ball milling without the addition of DOL solution is selected, named BM LPSC"
du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic,E3,material:du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic:E3,Li5.5PS4.5Cl1.5@1%PDOL,Li5.5PS4.5Cl1.5,LPSC@1%PDOL,composite solid electrolyte,Argyrodite,polycrystalline,LPSC + PDOL coating,1.0,sulfide,Li+,Dendrite-Free Li5.5PS4.5Cl1.5-Based All-Solid-State Lithium Battery Enabled by Grain Boundary Electronic Insulation Strategy through In Situ Polymer Encapsulation,10.1021/acsami.4c04393,2024,ACS Appl. Mater. Interfaces,信息提取结果/du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic/sse_extraction.json,"The samples were labeled LPSC@1%PDOL, LPSC@2.5% PDOL, and LPSC@5%PDOL, respectively."
du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic,E4,material:du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic:E4,Li5.5PS4.5Cl1.5@2.5%PDOL,Li5.5PS4.5Cl1.5,LPSC@2.5%PDOL; LPSC@PDOL,composite solid electrolyte,Argyrodite,polycrystalline,LPSC + PDOL coating,1.0,sulfide,Li+,Dendrite-Free Li5.5PS4.5Cl1.5-Based All-Solid-State Lithium Battery Enabled by Grain Boundary Electronic Insulation Strategy through In Situ Polymer Encapsulation,10.1021/acsami.4c04393,2024,ACS Appl. Mater. Interfaces,信息提取结果/du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic/sse_extraction.json,LPSC@2.5%PDOL was selected as the electrolyte for further experiments and is referred to as LPSC@PDOL.
du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic,E5,material:du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic:E5,Li5.5PS4.5Cl1.5@5%PDOL,Li5.5PS4.5Cl1.5,LPSC@5%PDOL,composite solid electrolyte,Argyrodite,polycrystalline,LPSC + PDOL coating,1.0,sulfide,Li+,Dendrite-Free Li5.5PS4.5Cl1.5-Based All-Solid-State Lithium Battery Enabled by Grain Boundary Electronic Insulation Strategy through In Situ Polymer Encapsulation,10.1021/acsami.4c04393,2024,ACS Appl. Mater. Interfaces,信息提取结果/du-et-al-2024-dendrite-free-li5-5ps4-5cl1-5-based-all-solid-state-lithium-battery-enabled-by-grain-boundary-electronic/sse_extraction.json,"The samples were labeled LPSC@1%PDOL, LPSC@2.5% PDOL, and LPSC@5%PDOL, respectively."
duan-et-al-2021-cyclodextrin-integrated-peo-based-composite-solid-electrolytes-for-high-rate-and-ultrastable-all-solid,E1,material:duan-et-al-2021-cyclodextrin-integrated-peo-based-composite-solid-electrolytes-for-high-rate-and-ultrastable-all-solid:E1,PEO-LiTFSI-15% β-CD CSE,,PEO-LiTFSI-15% β-CD; β-CD-integrated PEO-based (PEO-LiTFSI-15% β-CD) CSE,composite solid electrolyte,PEO-based,semi-crystalline polymer composite,"PEO, LiTFSI, β-cyclodextrin (15 wt%)",0.95,composite,Li+,Cyclodextrin-Integrated PEO-Based Composite Solid Electrolytes for High-Rate and Ultrastable All-Solid-State Lithium Batteries,10.1021/acsami.1c18589,2021,ACS Appl. Mater. Interfaces,信息提取结果/duan-et-al-2021-cyclodextrin-integrated-peo-based-composite-solid-electrolytes-for-high-rate-and-ultrastable-all-solid/sse_extraction.json,PEO-LiTFSI-15% β-CD CSE
duan-et-al-2021-cyclodextrin-integrated-peo-based-composite-solid-electrolytes-for-high-rate-and-ultrastable-all-solid,E2,material:duan-et-al-2021-cyclodextrin-integrated-peo-based-composite-solid-electrolytes-for-high-rate-and-ultrastable-all-solid:E2,PEO-LiTFSI SSE,,PEO-LiTFSI; pristine PEO-LiTFSI SSE,polymer solid state electrolyte,PEO-based,semi-crystalline polymer,"PEO, LiTFSI",0.9,composite,Li+,Cyclodextrin-Integrated PEO-Based Composite Solid Electrolytes for High-Rate and Ultrastable All-Solid-State Lithium Batteries,10.1021/acsami.1c18589,2021,ACS Appl. Mater. Interfaces,信息提取结果/duan-et-al-2021-cyclodextrin-integrated-peo-based-composite-solid-electrolytes-for-high-rate-and-ultrastable-all-solid/sse_extraction.json,PEO-LiTFSI SSE
duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid,E1,material:duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid:E1,"new-beta-Li3PS4 (Approach A, 10 mol% NAP)",Li3PS4,new-β-Li3PS4; new-beta-Li3PS4 synthesized according to approach A with 10 mol% (Li) of NAP,sulfide solid electrolyte,Thio-LISICON / beta-Li3PS4,polycrystalline,beta-Li3PS4,0.95,sulfide,Li+,Flow-Oriented Synthesis of Li2S and Li3PS4·3THF: Opening Up a Completely Solvent-Based Solid Electrolyte Value Chain,10.1021/acsam.0c01007,2020,ACS Appl. Energy Mater.,信息提取结果/duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid/sse_extraction.json,magenta diamonds: new- β Li3PS4 synthesized according to approach A in Figure 2 with 10 mol% (Li) of NAP
duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid,E2,material:duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid:E2,con-beta-Li3PS4,Li3PS4,con-β-Li3PS4; conventionally synthesized β-Li3PS4,sulfide solid electrolyte,Thio-LISICON / beta-Li3PS4,polycrystalline,beta-Li3PS4,0.95,sulfide,Li+,Flow-Oriented Synthesis of Li2S and Li3PS4·3THF: Opening Up a Completely Solvent-Based Solid Electrolyte Value Chain,10.1021/acsam.0c01007,2020,ACS Appl. Energy Mater.,信息提取结果/duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid/sse_extraction.json,con- β Li3PS4 (conventionally synthesized β- Li3PS4 ) is synthesized in a 3.3 g batch
duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid,E3,material:duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid:E3,Li6PS5Cl (solution-synthesized),Li6PS5Cl,Li6PS5Cl,sulfide solid electrolyte,Argyrodite,polycrystalline,"Li6PS5Cl with impurities (LiCl, Li2S, Li3PO4)",0.95,sulfide,Li+,Flow-Oriented Synthesis of Li2S and Li3PS4·3THF: Opening Up a Completely Solvent-Based Solid Electrolyte Value Chain,10.1021/acsam.0c01007,2020,ACS Appl. Energy Mater.,信息提取结果/duchardt-et-al-2020-flow-oriented-synthesis-of-li2s-and-li3ps4-3thf-opening-up-a-completely-solvent-based-solid/sse_extraction.json,Li6PS5Cl was synthesized as a model compound.
dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon,E1,material:dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon:E1,Lipon (400 nm),LiPON,Lipon; lithium phosphorus oxynitride,oxide solid electrolyte,amorphous,amorphous,,0.95,oxide,Li+,Artificial Solid Electrolyte Interphase To Address the Electrochemical Degradation of Silicon Electrodes,,2014,,信息提取结果/dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon/sse_extraction.json,Lipon of 400 nm is chosen as a reference to represent its bulk properties.
dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon,E2,material:dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon:E2,Lipon (100 nm),LiPON,Lipon,oxide solid electrolyte,amorphous,amorphous,,0.9,oxide,Li+,Artificial Solid Electrolyte Interphase To Address the Electrochemical Degradation of Silicon Electrodes,,2014,,信息提取结果/dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon/sse_extraction.json,"For Lipon of 100 and 50 nm, the ionic conductivity is found to be between 1.1×10^-6 and 1.4×10^-6 S cm^-1."
dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon,E3,material:dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon:E3,Lipon (50 nm),LiPON,Lipon,oxide solid electrolyte,amorphous,amorphous,,0.9,oxide,Li+,Artificial Solid Electrolyte Interphase To Address the Electrochemical Degradation of Silicon Electrodes,,2014,,信息提取结果/dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon/sse_extraction.json,"For Lipon of 100 and 50 nm, the ionic conductivity is found to be between 1.1×10^-6 and 1.4×10^-6 S cm^-1."
dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon,E4,material:dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon:E4,Lipon (40 nm),LiPON,Lipon,oxide solid electrolyte,amorphous,amorphous,,0.85,oxide,Li+,Artificial Solid Electrolyte Interphase To Address the Electrochemical Degradation of Silicon Electrodes,,2014,,信息提取结果/dudney-et-al-2014-artificial-solid-electrolyte-interphase-to-address-the-electrochemical-degradation-of-silicon/sse_extraction.json,"For 40 nm Lipon, the semicircle at low frequency is caused by electronic conduction."
duff-et-al-2022-toward-understanding-of-the-li-ion-migration-pathways-in-the-lithium-aluminum-sulfides-li3als3-and-li4,E1,material:duff-et-al-2022-toward-understanding-of-the-li-ion-migration-pathways-in-the-lithium-aluminum-sulfides-li3als3-and-li4:E1,Li3AlS3,Li3AlS3,,sulfide solid electrolyte,other,polycrystalline,Li3AlS3 with Li5AlS4 impurity,0.95,sulfide,Li+,"Toward Understanding of the Li-Ion Migration Pathways in the Lithium Aluminum Sulfides Li3AlS3 and Li4.3AlS3.3Cl0.7 via 6,7Li Solid-State Nuclear Magnetic Resonance Spectroscopy",10.1021/acs.chemmater.2c02101,2023,Chemistry of Materials,信息提取结果/duff-et-al-2022-toward-understanding-of-the-li-ion-migration-pathways-in-the-lithium-aluminum-sulfides-li3als3-and-li4/sse_extraction.json,Li3AlS3 displays resonances at -0.2 ppm attributed to octahedrally coordinated Li2 and Li3 sites
duff-et-al-2022-toward-understanding-of-the-li-ion-migration-pathways-in-the-lithium-aluminum-sulfides-li3als3-and-li4,E2,material:duff-et-al-2022-toward-understanding-of-the-li-ion-migration-pathways-in-the-lithium-aluminum-sulfides-li3als3-and-li4:E2,Li4.3AlS3.3Cl0.7,Li4.3AlS3.3Cl0.7,chlorine-doped analogue,sulfide solid electrolyte,other,polycrystalline,Li4.3AlS3.3Cl0.7 with LiCl impurity,0.95,sulfide,Li+,"Toward Understanding of the Li-Ion Migration Pathways in the Lithium Aluminum Sulfides Li3AlS3 and Li4.3AlS3.3Cl0.7 via 6,7Li Solid-State Nuclear Magnetic Resonance Spectroscopy",10.1021/acs.chemmater.2c02101,2023,Chemistry of Materials,信息提取结果/duff-et-al-2022-toward-understanding-of-the-li-ion-migration-pathways-in-the-lithium-aluminum-sulfides-li3als3-and-li4/sse_extraction.json,Li4.3AlS3.3Cl0.7 shows an intense resonance at 1 ppm
dynamic-anode-cathode-electrolyte-interface-induced-through-polymer-evolution-for-durable-lithium-metal-batteries,E1,material:dynamic-anode-cathode-electrolyte-interface-induced-through-polymer-evolution-for-durable-lithium-metal-batteries:E1,MAF artificial SEI,,MAF; MAF-Li; MAF-derived artificial SEI,polymer interface layer,,,"inorganic-rich interior (LiF, Li2O) and fluorinated polymer exterior",0.9,,Li+,Dynamic Anode/Cathode-Electrolyte Interface Induced through Polymer Evolution for Durable Lithium Metal Batteries,10.1021/jacs.5c18082,2026,J. Am. Chem. Soc.,信息提取结果/dynamic-anode-cathode-electrolyte-interface-induced-through-polymer-evolution-for-durable-lithium-metal-batteries/sse_extraction.json,The MAF interface is constructed through copolymerization of maleic anhydride (MA) and hexafluorobutyl acrylate (HFA) monomers
eem2.12122,E1,material:eem2.12122:E1,PEO/LiTFSI/3% BC CSPE,,PEO/LiTFSI/3% BC CSPE; 3% BC CSPE; BC gifted PEO composite solid polymer electrolyte,composite solid polymer electrolyte,PEO-based,semicrystalline,PEO matrix with dispersed bacterial cellulose nanofibers and LiTFSI salt,0.95,polymer,Li+,Bacterial Cellulose Composite Solid Polymer Electrolyte With High Tensile Strength and Lithium Dendrite Inhibition for Long Life Battery,10.1002/eem2.12122,,,信息提取结果/eem2.12122/sse_extraction.json,The 3% BC gifted PEO composite solid polymer electrolyte (PEO/LiTFSI/ 3% BC CSPE) reflects higher tensile strength (4.43 MPa)
eem2.12122,E2,material:eem2.12122:E2,PEO/LiTFSI SPE,,PEO/LiTFSI SPE; filler free solid polymer electrolyte,solid polymer electrolyte,PEO-based,semicrystalline,PEO with LiTFSI salt,0.95,polymer,Li+,Bacterial Cellulose Composite Solid Polymer Electrolyte With High Tensile Strength and Lithium Dendrite Inhibition for Long Life Battery,10.1002/eem2.12122,,,信息提取结果/eem2.12122/sse_extraction.json,PEO/LiTFSI SPE (1.34 MPa)
eem2.12202,E1,material:eem2.12202:E1,LiPON (Sputtering),LiPON,LiPON[106],oxide solid electrolyte,amorphous,amorphous,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,| LiPON | LiPON[106] | Sputtering | 2 × 10-7 | 1.0 × 10-11 | 0.56 | 0-4.0 |
eem2.12202,E2,material:eem2.12202:E2,Li0.95PO3.00N0.60 (ALD),Li0.95PO3.00N0.60,Li0.95PO3.00N0.60[107],oxide solid electrolyte,amorphous,amorphous,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,| LiPON | Li0.95PO3.00N0.60[107] | ALD | 6.6 × 10-7 | 3.0 × 10-12 | 0.55 | - |
eem2.12202,E3,material:eem2.12202:E3,Li2.65B0.11P0.89O3.00N0.15 (LiBPON),Li2.65B0.11P0.89O3.00N0.15,Li2.65B0.11P0.89O3.00N0.15[114]; LiBPON,oxide solid electrolyte,amorphous,amorphous,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,Yoon et al.[114] reported the Li2.65B0.11P0.89O3.00N0.15 (LiBPON) electrolyte film by co-sputtering the Li3PO4 and Li3BO4 targets.
eem2.12202,E4,material:eem2.12202:E4,Li1.35Si0.79P0.21O1.98N0.98 (LiSiPON),Li1.35Si0.79P0.21O1.98N0.98,Li1.35Si0.79P0.21O1.98N0.98[115]; LiSiPON,oxide solid electrolyte,amorphous,amorphous,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,Famprikis et al.[115] sputtered the Li1.35Si0.79P0.21O1.98N0.98 (LiSiPON) electrolyte film from the single-phase ceramic target of Li3+xSixP1-xO4.
eem2.12202,E5,material:eem2.12202:E5,Li1.3Al0.3Ti1.7(PO4)3 (LATP),Li1.3Al0.3Ti1.7(PO4)3,Li1.3Al0.3Ti1.7(PO4)3[127]; LATP,oxide solid electrolyte,NASICON,polycrystalline,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,Ling et al.[127] sputtered the Li1.3Al0.3Ti1.7(PO4)3 film on stainless steels
eem2.12202,E6,material:eem2.12202:E6,Li1.5Al0.5Ge1.5(PO4)3 (LAGP),Li1.5Al0.5Ge1.5(PO4)3,Li1.5Al0.5Ge1.5(PO4)3[129]; LAGP,oxide solid electrolyte,NASICON,amorphous,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,Sun et al.[129] sputtered the Li1.5Al0.5Ge1.5(PO4)3 thin film on Si substrate
eem2.12202,E7,material:eem2.12202:E7,Li2S-P2S5 (LISICON),Li2S-P2S5,Li2S·P2S5[272],sulfide solid electrolyte,LISICON,,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,| LISICON | Li2S·P2S5[272] | PLD | 1 × 10-4 | - | 0.44 | 2.0-3.8 |
eem2.12202,E8,material:eem2.12202:E8,La0.41Li0.31TiO3 (LLTO),La0.41Li0.31TiO3,La0.41Li0.31TiO3[141],oxide solid electrolyte,perovskite,amorphous,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,Xiong et al.[141] sputtered the Li0.31La0.41TiO3 film on ITO/glass substrates.
eem2.12202,E9,material:eem2.12202:E9,Li0.33La0.56TiO3 (LLTO),Li0.33La0.56TiO3,Li0.33La0.56TiO3[273],oxide solid electrolyte,perovskite,,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,| Perovskite | Li0.33La0.56TiO3[273] | PLD | 6.7 × 10-4 | - | 0.34 | - |
eem2.12202,E10,material:eem2.12202:E10,Li3OCl (Anti-perovskite),Li3OCl,Li3OCI[274],halide solid electrolyte,anti-perovskite,,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,| Anti-perovskite | Li3OCI[274] | PLD | 2 × 10-4 | - | 0.35 | >5.0 |
eem2.12202,E11,material:eem2.12202:E11,Li2.9La0.68ZrO8 (Garnet),Li2.9La0.68ZrO8,Li2.9La0.68ZrO8[275],oxide solid electrolyte,garnet,,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,| Garnet | Li2.9La0.68ZrO8[275] | Sputtering | 4 × 10-7 | 5.0 × 10-8 | 0.70 | - |
eem2.12202,E12,material:eem2.12202:E12,Li7La3Zr2O12 (LLZO),Li7La3Zr2O12,Li7La3Zr2O12[162]; LLZO,oxide solid electrolyte,garnet,,,0.9,other,Li+,Promising Electrode and Electrolyte Materials for High-Energy-Density Thin-Film Lithium Batteries,10.1002/eem2.12202,,,信息提取结果/eem2.12202/sse_extraction.json,| Garnet | Li7La3Zr2O12[162] | CVD | 4.2 × 10-6 | - | 0.50 | - |
eem2.12280,E1,material:eem2.12280:E1,PEO@N-MB LCSE,,PEO@N-MB; PEO-threaded MOF laminar solid electrolyte; N-MB nanosheet based LCSE,composite solid electrolyte,MOF-polymer composite,laminar membrane,NH2-functionalized MOF nanosheets (pore size 33.8 Å) threaded with PEO-LiTFSI,1.0,composite,Li+,Laminar Composite Solid Electrolyte with Poly(Ethylene Oxide)-Threaded Metal-Organic Framework Nanosheets for High-Performance All-Solid-State Lithium Battery,10.1002/eem2.12280,,,信息提取结果/eem2.12280/sse_extraction.json,PEO@N-MB LCSE possesses ordered laminar structure with thickness as thin as 7.5 μm
eem2.12280,E2,material:eem2.12280:E2,PEO@N-MA LCSE,,N-MA nanosheet based LCSE,composite solid electrolyte,MOF-polymer composite,laminar membrane,NH2-functionalized MOF nanosheets (pore size 24.3 Å) threaded with PEO-LiTFSI,0.95,composite,Li+,Laminar Composite Solid Electrolyte with Poly(Ethylene Oxide)-Threaded Metal-Organic Framework Nanosheets for High-Performance All-Solid-State Lithium Battery,10.1002/eem2.12280,,,信息提取结果/eem2.12280/sse_extraction.json,two kinds of MOF nanosheets with pore sizes of 24.3 and 40.9 Å are denoted as N-MA and N-MC nanosheets
eem2.12280,E3,material:eem2.12280:E3,PEO@N-MC LCSE,,N-MC nanosheet based LCSE,composite solid electrolyte,MOF-polymer composite,laminar membrane,NH2-functionalized MOF nanosheets (pore size 40.9 Å) threaded with PEO-LiTFSI,0.95,composite,Li+,Laminar Composite Solid Electrolyte with Poly(Ethylene Oxide)-Threaded Metal-Organic Framework Nanosheets for High-Performance All-Solid-State Lithium Battery,10.1002/eem2.12280,,,信息提取结果/eem2.12280/sse_extraction.json,two kinds of MOF nanosheets with pore sizes of 24.3 and 40.9 Å are denoted as N-MA and N-MC nanosheets
eem2.12280,E4,material:eem2.12280:E4,SPE (Pure PEO),,solid polymer electrolyte; pure PEO electrolyte,polymer solid electrolyte,PEO-based,,PEO-LiTFSI (EO/Li = 18:1),0.95,composite,Li+,Laminar Composite Solid Electrolyte with Poly(Ethylene Oxide)-Threaded Metal-Organic Framework Nanosheets for High-Performance All-Solid-State Lithium Battery,10.1002/eem2.12280,,,信息提取结果/eem2.12280/sse_extraction.json,PEO and LiTFSI (EO/Li molar ratio of 18:1) were first mixed in acetonitrile
